question,ground_truth,generated_answer
Nội dung quảng cáo phải phù hợp với điều gì đã được công bố?,"Nội dung quảng cáo phải phù hợp với công dụng, tác dụng của sản phẩm đã được công bố trong bản công bố sản phẩm.","Nội dung quảng cáo phải phù hợp với nội dung đã được công bố trong hồ sơ đăng ký lưu hành hoặc trong tài liệu hướng dẫn sử dụng của thuốc, mỹ phẩm, thực phẩm, phụ gia thực phẩm, chế phẩm diệt côn trùng dùng trong nhà, chế phẩm diệt côn trùng dùng trong trồng trọt, chế phẩm diệt côn trùng dùng trong bảo quản thực phẩm, chế phẩm bảo vệ thực vật, chế phẩm diệt côn trùng, diệt khuẩn cho nhà tắm, bồn tắm, phòng tắm, nhà bếp và các khu vực khác nhau, chế phẩm diệt côn trùng, diệt khuẩn cho các thiết bị, dụng cụ y tế, chế phẩm bảo vệ thực vật, chế phẩm diệt côn trùng, diệt khuẩn cho nhà, vườn, ao, hồ, chế phẩm diệt côn trùng, diệt khuẩn cho nhà, vườn, ao, hồ (Khoản 3 Điều 6 Nghị định số 91/2016/NĐ-CP)."
"Các hành vi nào bị cấm trong khám bệnh, chữa bệnh?","Điều 6 Luật Khám bệnh, chữa bệnh quy định các hành vi sau đây bị cấm trong khám bệnh, chữa bệnh: 1. Từ chối hoặc cố ý chậm cấp cứu người bệnh. 2. Khám bệnh, chữa bệnh không có chứng chỉ hành nghề hoặc đang trong thời gian bị đình chỉ hành nghề; cung cấp dịch vụ khám bệnh, chữa bệnh mà không có giấy phép hoạt động hoặc đang trong thời gian bị đình chỉ hoạt động. 3. Hành nghề khám bệnh, chữa bệnh, cung cấp dịch vụ khám bệnh, chữa bệnh vượt quá phạm vi hoạt động chuyên môn được ghi trong chứng chỉ hành nghề, giấy phép hoạt động, trừ trường hợp cấp cứu. 4. Thuê, mượn, cho thuê, cho mượn chứng chỉ hành nghề hoặc giấy phép hoạt động. 5. Người hành nghề bán thuốc cho người bệnh dưới mọi hình thức, trừ bác sỹ đông y, y sỹ đông y, lương y và người có bài thuốc gia truyền. 6. Áp dụng phương pháp chuyên môn kỹ thuật y tế chưa được công nhận, sử dụng thuốc ch","Căn cứ quy định tại Điều 26 Luật Khám bệnh, chữa bệnh, các hành vi bị cấm trong khám bệnh, chữa bệnh được quy định như sau: 1. Yêu cầu hoặc ép người khác phải khám bệnh, chữa bệnh tại một cơ sở khám bệnh, chữa bệnh cụ thể. 2. Yêu cầu hoặc ép người khác phải tự chịu chi phí khám bệnh, chữa bệnh khi khám bệnh, chữa bệnh không đúng quy định. 3. Yêu cầu hoặc ép người khác phải tự chịu chi phí khám bệnh, chữa bệnh khi khám bệnh, chữa bệnh không đúng quy định. 4. Yêu cầu hoặc ép người khác phải tự chịu chi phí khám bệnh, chữa bệnh khi khám bệnh, chữa bệnh không đúng quy định. 5. Yêu cầu hoặc ép người khác phải tự chịu chi phí khám bệnh, chữa bệnh khi khám bệnh, chữa bệnh không đúng quy định. 6. Yêu cầu hoặc ép người khác phải tự chịu chi phí khám bệnh, chữa bệnh khi khám bệnh, chữa bệnh không đúng quy định. 7. Yêu cầu hoặc ép người khác phải tự chịu chi phí khám bệnh, chữa bệnh khi khám bệnh, chữa bệnh không đúng quy định. 8. Yêu cầu hoặc ép người khác phải tự chịu chi phí khám bệnh, chữa bệnh khi khám bệnh, chữa bệnh không đúng quy định. 9. Yêu cầu hoặc ép người khác phải tự chịu chi phí khám bệnh, chữa bệnh khi khám bệnh, chữa bệnh không đúng quy định. 10. Yêu cầu hoặc ép người khác phải tự chịu chi phí khám bệnh, chữa bệnh khi khám bệnh, chữa bệnh không đúng quy định. 11. Yêu cầu hoặc ép người khác phải tự chịu chi phí khám bệnh, chữa bệnh khi khám bệnh, chữa bệnh không đúng quy định."
Xin hướng dẫn về việc sau khi đánh giá định kỳ việc đáp ứng GCP; nếu như chưa đạt thì điều gì sẽ xảy...,"Lộ trình đánh giá và xử lý kết quả đánh giá định kỳ GCP được thực hiện theo Điều 12, Điều 13 Thông tư 29/TT-BYT. 1. Nếu báo cáo đánh giá kết luận cơ sở thử thuốc cần khắc phục, sửa chữa: Để bảo đảm quyền lợi cho bệnh nhân, cơ sở thử thuốc cần phải khắc phục xong các tồn tại và việc khắc phục phải đáp ứng yêu cầu, mới có thể tiếp tục tuyển bệnh nhân mới, các bệnh nhân cũ sẽ tiếp tục được chăm sóc và điều trị theo đúng đề cương nghiên cứu đã được Cơ quan có thẩm quyền phê duyệt. 2. Nếu báo cáo đánh giá kết luận cơ sở thử thuốc không đáp ứng GCP: Việc thực hiện các TNLS phải dừng lại. Để bảo đảm quyền lợi cho bệnh nhân, các bệnh nhân đang trong nghiên cứu sẽ được chuyển sang điều trị theo phác đồ thường quy.","Trong trường hợp chưa đáp ứng đầy đủ các yêu cầu của GCP thì cơ sở khám bệnh, chữa bệnh phải có văn bản giải trình và đề xuất phương án khắc phục, trong đó nêu rõ các biện pháp đã áp dụng và dự kiến thời gian hoàn thành việc áp dụng biện pháp khắc phục (Khoản 2 Điều 14 Nghị định số 155/2018/NĐ-CP)."
Quyền của người tham gia BHYT ?,"Người tham gia bảo hiểm y tế có các quyền sau (Điều 36 Luật BHYT): 1. Được cấp thẻ BHYT khi đóng BHYT. 2. Lựa chọn cơ sở khám bệnh, chữa bệnh BHYT ban đầu theo quy định của Luật BHYT. 3. Được khám bệnh, chữa bệnh. 4. Được tổ chức BHYT (BHXH) thanh toán chi phí khám bệnh, chữa bệnh theo chế độ BHYT. 5. Yêu cầu tổ chức BHYT (BHXH), cơ sở KCB BHYT và cơ quan liên quan giải thích, cung cấp thông tin về chế độ BHYT. 6. Khiếu nại, tố cáo hành vi vi phạm pháp luật về BHYT.","Quyền của người tham gia BHYT được quy định tại Điều 13 Luật BHYT và Điều 2, Điều 3, Điều 4, Điều 5, Điều 6, Điều 7, Điều 8, Điều 9, Điều 10, Điều 11, Điều 12, Điều 13, Điều 14, Điều 15, Điều 16, Điều 17, Điều 18, Điều 19, Điều 20, Điều 21, Điều 22, Điều 23, Điều 24, Điều 25, Điều 26, Điều 27, Điều 28, Điều 29, Điều 30, Điều 31, Điều 32, Điều 33, Điều 34, Điều 35, Điều 36, Điều 37, Điều 38, Điều 39, Điều 40, Điều 41, Điều 42, Điều 43, Điều 44, Điều 45, Điều 46, Điều 47, Điều 48, Điều 49, Điều 50, Điều 51, Điều 52, Điều 53, Điều 54, Điều 55, Điều 56, Điều 57, Điều 58, Điều 59, Điều 60, Điều 61, Điều 62, Điều 63, Điều 64, Điều 65, Điều 66, Điều 67, Điều 68, Điều 69, Điều 70, Điều 71, Điều 72, Điều 73, Điều 74, Điều 75, Điều 76, Điều 77, Điều 78, Điều 79, Điều 80, Điều 81, Điều 82, Điều 83, Điều 84, Điều 85, Điều 86, Điều 87, Điều 88, Điều 89, Điều 90, Điều 91, Điều 92, Điều 93, Điều 94, Điều 95, Điều 96, Điều 97, Điều 98, Điều 99, Điều 100, Điều 101, Điều 102, Điều 103, Điều 104, Điều 105, Điều 106, Điều 107, Điều 108, Điều 109, Điều 110, Điều 111, Điều 112, Điều 113, Điều 114, Điều 115, Điều 116, Điều 117, Điều 118, Điều 119, Điều 120, Điều 121, Điều 122, Điều 123, Điều"
Người tham gia BHYT khi đi khám chữa bệnh đúng quy định mức hưởng BHYT như thế nào?,"Người tham gia BHYT khi đi khám chữa bệnh đúng quy định, Quỹ BHYT thanh toán chi phí khám bệnh, chữa bệnh trong phạm vi được hưởng như sau (Điều 22 Luật BHYT và Khoản 1 Điều 7 Nghị định số 62): 1. 100% chi phí đối với người có công với cách mạng; trẻ em dưới 6 tuổi; sĩ quan, hạ sĩ quan chuyên môn, kỹ thuật đang công tác trong lực lượng công an nhân dân. 2. 100% chi phí khám bệnh, chữa bệnh tại tuyến xã. 3. 100% chi phí khám bệnh, chữa bệnh trong trường hợp tổng chi phí của một lần khám bệnh, chữa bệnh thấp hơn 15% mức lương cơ sở. 4. 95% chi phí khám bệnh, chữa bệnh đối với người hưởng lương hưu, người thuộc diện hưởng trợ cấp bảo trợ xã hội và trợ cấp mất sức lao động hàng tháng; người thuộc hộ gia đình nghèo; người dân tộc thiểu số đang sinh sống tại vùng có điều kiện kinh tế - xã hội khó khăn, đặc biệt khó khăn. 5. 80% chi phí khám, chữa bệnh đối với các đối tượng khác. 6. Trường hợp tự chọn thầy thuốc, tự chọn buồng bệnh thì chỉ được quỹ BHYT thanh toán chi phí khám bệnh, chữa bệnh theo giá dịch vụ hiện hành của nhà nước áp dụng cho cơ sở KCB đó và theo các mức hưởng nêu trên.","Người tham gia BHYT khi đi khám chữa bệnh đúng quy định mức hưởng BHYT thì được hưởng 100% chi phí khám chữa bệnh (Điều 3, Luật BHYT)."
Bảo hiểm y tế là gì?,"Bảo hiểm y tế là hình thức bảo hiểm bắt buộc được áp dụng đối với các đối tượng theo quy định của Luật BHYT để chăm sóc sức khỏe, không vì mục đích lợi nhuận do Nhà nước tổ chức thực hiện.","Bảo hiểm y tế là hình thức bảo hiểm xã hội mà Nhà nước tổ chức thực hiện, có mục tiêu bảo vệ, chăm sóc và bảo hiểm về sức khỏe của người dân, với nguyên tắc tự nguyện, đóng bằng mức đóng của người lao động và mức đóng của người sử dụng lao động, được thực hiện trong phạm vi cả nước (Điều 1, Luật BHYT)."
Tôi muốn mở nhà thuốc tư nhân tôi cần thực hiện những thủ tục nào?,Thực hiện thủ tục đề nghị cấp Giấy chứng nhận đủ điều kiện kinh doanh dược. Thủ tục số 01 tại Quyết định số 5229/QĐ-BYT ngày 29/8/2018,"Theo quy định của Nghị định số 54/2017/NĐ-CP ngày 12/6/2017 của Chính phủ quy định về điều kiện đầu tư kinh doanh thuộc lĩnh vực y tế, để mở nhà thuốc tư nhân, bạn phải thực hiện các thủ tục sau: 1. Đăng ký doanh nghiệp theo quy định của pháp luật về doanh nghiệp. 2. Đăng ký lưu hành thuốc tại Bộ Y tế theo quy định của pháp luật về dược. 3. Đăng ký hoạt động kinh doanh theo quy định của pháp luật về đầu tư kinh doanh. 4. Đăng ký lưu hành tại Sở Y tế nơi nhà thuốc đặt trụ sở theo quy định của pháp luật về dược. 5. Đăng ký hoạt động tại Sở Y tế nơi nhà thuốc đặt trụ sở theo quy định của pháp luật về đầu tư kinh doanh."
Nhà máy đã được cấp GMP cho thuốc dược liệu và thuốc cổ truyền có được tiến hành sản xuất thực phẩm ...,"Cục Quản lý YDCT đã có văn bản tham mưu cho Lãnh đạo Bộ về việc châp thuận nội dung trên. Tuy nhiên, tùy vào trường hợp cụ thể để co hướng dẫn phù hợp","Căn cứ Điều 7 Luật dược, Điều 14 Nghị định số 54/2017/NĐ-CP ngày 21/6/2017 của Chính phủ quy định về đảm bảo an toàn, an toàn sinh học và an toàn môi trường đối với sản xuất, kinh doanh dược liệu, thuốc cổ truyền, thuốc cổ truyền dược liệu, thuốc cổ truyền dược liệu; căn cứ Nghị định số 91/2016/NĐ-CP ngày 01/7/2016 của Chính phủ quy định về điều kiện sản xuất, kinh doanh thực phẩm, nhà máy dược liệu đã được cấp GMP cho thuốc dược liệu và thuốc cổ truyền có thể tiến hành sản xuất thực phẩm nhưng phải tuân thủ các quy định tại Nghị định số 91/2016/NĐ-CP ngày 01/7/2016 của Chính phủ quy định về điều kiện sản xuất, kinh doanh thực phẩm."
"Tôi có bằng tốt nghiệp BS YHCT, ra trường tháng 8 năm 1994. Từ khi ra trường tôi làm việc ở Bệnh việ...","Một trong những điều kiện để cấp chứng chỉ hành nghề là có thời gian thực hành. Bạn đã có bằng chuyên khoa I về y học cổ truyền thì không phải thực hành, được quy định tại Khoản 3, Điều 5 Nghị định số 109/2016/NĐ-CP của Chính phủ.","Thời điểm ra trường tháng 8 năm 1994, theo quy định tại Điều 4, Nghị định số 41/2015/NĐ-CP ngày 05/5/2015 của Chính phủ, bạn thuộc đối tượng đã hoàn thành thời gian công tác hợp đồng lao động có thời hạn từ đủ 3 năm trở lên tại cơ quan, đơn vị nhà nước trước ngày 01 tháng 01 năm 2010, thuộc đối tượng phải thực hiện điều kiện đối với chức danh YHCT theo quy định tại Điều 13, Nghị định số 41/2015/NĐ-CP ngày 05/5/2015 của Chính phủ."
Em là bác sĩ YHCT đang làm việc tại bệnh viện thuộc Trường đại học y dược thành phố Hồ Chí Minh thì ...,"Căn cứ Điều 9 của Nghị định số 109/2016/NĐ-CP của Chính phủ thì bạn sẽ nộp hồ sơ đề nghị cấp chứng chỉ hành nghề tại Cục Quản lý Y, Dược cổ truyền","Em đang làm việc tại Trường đại học y dược thành phố Hồ Chí Minh thuộc Bộ Giáo dục và Đào tạo, theo quy định của pháp luật, em thuộc đối tượng hưởng lương theo bảng lương quản lý theo Nghị định số 41/2015/NĐ-CP ngày 05/5/2015 của Chính phủ và hưởng chế độ BHYT theo quy định của pháp luật."
Mức hưởng BHYT khi người tham gia BHYT đi khám chữa bệnh không đúng quy định thì như thế nào ?,"Người tham gia BHYT khi đi khám chữa bệnh không đúng cơ sở KCB ban đầu hoặc không đúng tuyến, Quỹ BHYT thanh toán chi phí khám bệnh, chữa bệnh trong phạm vi được hưởng như sau (Khoản 3 Điều 7 Nghị định số 62): - 70% chi phí đối với trường hợp khám bệnh, chữa bệnh tại cơ sở KCB đạt tiêu chuẩn hạng III và không vượt quá 40 tháng lương cơ sở cho mỗi lần sử dụng dịch vụ kỹ thuật cao, chi phí lớn. - 50% chi phí đối với trường hợp khám bệnh, chữa bệnh tại cơ sở KCB đạt tiêu chuẩn hạng II và không vượt quá 40 tháng lương cơ sở cho mỗi lần sử dụng dịch vụ kỹ thuật cao, chi phí lớn. - 30% chi phí đối với trường hợp khám bệnh, chữa bệnh tại cơ sở KCB đạt tiêu chuẩn hạng I, hạng Đặc biệt và không vượt quá 40 tháng lương cơ sở cho mỗi lần sử dụng dịch vụ kỹ thuật cao, chi phí lớn.","Người tham gia BHYT đi khám chữa bệnh không đúng quy định, mức hưởng BHYT được tính theo mức hưởng của mức hưởng BHYT đối với các trường hợp khám bệnh, chữa bệnh không đúng quy định của Thông tư số 09 và không được thanh toán chi phí khám bệnh, chữa bệnh không đúng quy định."
"Công ty tiến hành nhập khẩu hóa chất, chất thử chuẩn được Cục Quản lý Dược và Thực phẩm Mỹ phân loại...","Theo quy định của chủ sở hữu sản phẩm và có quan có thẩm quyền của nước xuất khẩu (FDA Mỹ) xác nhận sản phẩm không dùng với mục đích khám chữa bệnh mà dùng với mục đích nghiên cứu nên không được coi là trang thiết bị y tế, do đó không phải thực hiện theo quy định về trang thiết bị y tế.","Công ty tiến hành nhập khẩu hóa chất, chất thử chuẩn được Cục Quản lý Dược và Thực phẩm Mỹ phân loại trong Danh mục hóa chất, chất thử chuẩn được phép nhập khẩu theo quy định tại Nghị định số 155/2018/NĐ-CP ngày 12/11/2018 của Chính phủ quy định việc quản lý hóa chất, chất thử chuẩn nhập khẩu."
Trách nhiệm của BHXH Việt Nam trong thực hiện BHYT?,"1. Tổ chức BHYT có chức năng thực hiện chế độ, chính sách, pháp luật về BHYT, quản lý và sử dụng quỹ BHYT. 2. Chính phủ quy định cụ thể về tổ chức, chức năng, nhiệm vụ và quyền hạn của tổ chức BHYT.","Trách nhiệm của BHXH Việt Nam trong thực hiện BHYT được quy định tại Điều 27 Luật BHYT như sau: 1. BHXH Việt Nam có trách nhiệm: a) Quản lý, sử dụng quỹ BHYT theo quy định của Luật BHYT; b) Cấp thẻ BHYT cho người tham gia BHYT; c) Tiếp nhận và giải quyết các thủ tục hành chính về BHYT; d) Thanh toán chi phí khám bệnh, chữa bệnh BHYT; đ) Tổ chức thực hiện giám định y khoa, giám định pháp y, giám định pháp y-tử tế; e) Tổ chức thực hiện công tác thanh tra, kiểm tra về BHYT; g) Thực hiện các quy định của pháp luật về BHYT; h) Tổ chức thực hiện các hoạt động tuyên truyền, phổ biến chính sách, pháp luật về BHYT; i) Tổ chức thực hiện các hoạt động khác có liên quan đến BHYT theo quy định của pháp luật. 2. BHXH Việt Nam có trách nhiệm bảo đảm an toàn, an ninh, bảo mật đối với các thông tin liên quan đến BHYT và bảo vệ quyền lợi của người tham gia BHYT."
"Hợp đồng khám bệnh, chữa bệnh BHYT tại Trạm y tế xã được thực hiện như thế nào?","Hợp đồng khám bệnh, chữa bệnh BHYT tại Trạm y tế xã được thực hiện như sau (Khoản 2 Điều 12 Thông tư số 09): 1. Bảo hiểm xã hội ký hợp đồng với Bệnh viện huyện hoặc Bệnh viện đa khoa khu vực (nơi không có Bệnh viện huyện) hoặc Trung tâm y tế huyện nơi chưa tách riêng Bệnh viện huyện để tổ chức thực hiện khám bệnh, chữa bệnh BHYT ban đầu tại Trạm y tế xã. 2. Trong phạm vi quỹ khám bệnh, chữa bệnh BHYT được giao, Bệnh viện huyện hoặc Trung tâm y tế huyện có trách nhiệm cung ứng thuốc, hóa chất, vật tư y tế cho Trạm y tế xã và thanh toán chí phí sử dụng giường bệnh (nếu có), các dịch vụ kỹ thuật do Trạm y tế xã thực hiện trong phạm vi chuyên môn được quy định; đồng thời theo dõi, giám sát và tổng hợp để thanh toán với Bảo hiểm xã hội. 3. Tổng quỹ để bảo đảm khám bệnh, chữa bệnh tại trạm y tế xã không thấp hơn 10% quỹ khám bệnh, chữa bệnh BHYT theo số thẻ đăng ký khám bệnh, chữa bệnh BHYT tại Trạm y tế xã.","Hợp đồng khám bệnh, chữa bệnh BHYT tại Trạm y tế xã được thực hiện như sau: 1. Trạm y tế xã, thị trấn ký hợp đồng với cơ sở y tế được BHXH Việt Nam công nhận. 2. Trạm y tế xã, thị trấn và cơ sở y tế được BHXH Việt Nam công nhận ký hợp đồng khám bệnh, chữa bệnh BHYT. 3. Trạm y tế xã, thị trấn và cơ sở y tế được BHXH Việt Nam công nhận ký hợp đồng khám bệnh, chữa bệnh BHYT theo hình thức hợp đồng KCB BHYT theo giá của cơ sở y tế được BHXH Việt Nam công nhận. 4. Trạm y tế xã, thị trấn và cơ sở y tế được BHXH Việt Nam công nhận ký hợp đồng khám bệnh, chữa bệnh BHYT theo hình thức hợp đồng KCB BHYT theo giá của cơ sở y tế được BHXH Việt Nam công nhận."
"Quỹ dự phòng khám bệnh, chữa bệnh BHYT được sử dụng như thế nào?","Quỹ dự phòng khám bệnh, chữa bệnh BHYT được sử dụng như sau (Điều 12, Nghị định số 62): 1. Quỹ dự phòng KCB BHYT do BHXH Việt Nam quản lý được sử dụng để bổ sung cho quỹ KCB do BHXH tỉnh quản lý trong trường hợp quỹ KCB do BHXH tỉnh quản lý bị bội chi. Tổng Giám đốc BHXH Việt Nam căn cứ báo cáo về việc bội chi của quỹ KCB do BHXH tỉnh quản lý, quyết định việc bổ sung và báo cáo Hội đồng quản lý BHXH Việt Nam tại kỳ họp gần nhất. Trường hợp quỹ dự phòng không đủ để bổ sung thì phải báo cáo Hội đồng quản lý phương án giải quyết trước khi báo cáo liên Bộ Y tế - Tài chính. 2. Trường hợp quỹ dự phòng KCB nhỏ hơn tổng chi phí KCB của hai quý trước liền kề hoặc lớn hơn tổng chi KCB BHYT của hai năm trước liền kề, BHXH Việt Nam có trách nhiệm báo cáo Hội đồng quản lý, Bộ Y tế và Bộ Tài chính. Bộ Y tế chủ trì, phối hợp với Bộ Tài chính trình Thủ tướng Chính phủ các biện pháp giải quyết.","Quỹ dự phòng khám bệnh, chữa bệnh BHYT được sử dụng để thanh toán chi phí khám bệnh, chữa bệnh BHYT cho người tham gia BHYT trong trường hợp không có quỹ BHYT hoặc quỹ BHYT không đủ để thanh toán chi phí khám bệnh, chữa bệnh cho người tham gia BHYT."
Gói dịch vụ y tế cơ bản do quỹ BHYT chi trả bao gồm những gì?,"Gói dịch vụ y tế cơ bản do quỹ BHYT chi trả là những dịch vụ y tế thiết yếu để chăm sóc sức khỏe, phù hợp với khả năng chi trả của quỹ BHYT.","Gói dịch vụ y tế cơ bản do quỹ BHYT chi trả gồm các đối tượng sau (Điều 3 Luật BHYT): 1. Khám bệnh, chữa bệnh ban đầu; 2. Khám bệnh chuyên khoa theo chỉ định của bác sỹ; 3. Điều trị bệnh, chữa bệnh theo chỉ định của bác sỹ; 4. Phẫu thuật, chữa bệnh ngoại khoa; 5. Phẫu thuật, chữa bệnh nội khoa; 6. Điều trị bệnh, chữa bệnh bằng phương pháp vật lý trị liệu; 7. Điều trị bệnh, chữa bệnh bằng phương pháp vật lý trị liệu, điều trị bằng phương pháp vật lý trị liệu và vật chất; 8. Điều trị bệnh, chữa bệnh bằng phương pháp vật lý trị liệu, vật chất, vật lý trị liệu, vật chất, vật chất, vật chất; 9. Điều trị bệnh, chữa bệnh bằng phương pháp vật lý trị liệu, vật chất, vật chất, vật chất, vật chất; 10. Điều trị bệnh, chữa bệnh bằng phương pháp vật lý trị liệu, vật chất, vật chất, vật chất, vật chất."
"Các đối tượng được NSNN hỗ trợ một phần mức đóng BHYT gồm những đối tượng nào, mức hỗ trợ là bao nhiêu và khi nào được áp dụng?","Các đối tượng được NSNN hỗ trợ một phần mức đóng BHYT gồm (Khoản 5 Điều 3 Nghị định số 62): 1. Người thuộc hộ gia đình cận nghèo, NSNN hỗ trợ tối thiểu bằng 50% mức đóng, áp dụng từ ngày 01 tháng 7 năm 2009. 2. Học sinh, sinh viên mà thuộc hộ cận nghèo, NSNN hỗ trợ tối thiểu bằng 50% mức đóng, áp dụng từ ngày 01 tháng 01 năm 2010. 3. Học sinh, sinh viên không thuộc hộ cận nghèo, NSNN hỗ trợ tối thiểu bằng 30% mức đóng, áp dụng từ ngày 01 tháng 01 năm 2010. 4. Người thuộc hộ gia đình làm nông nghiệp, lâm nghiệp, ngư nghiệp và diêm nghiệp mà có mức sống trung bình, NSNN hỗ trợ tối thiểu bằng 30% mức đóng, áp dụng từ ngày 01 tháng 01 năm 2012.","Điều 13 Luật BHYT quy định các đối tượng được NSNN hỗ trợ một phần mức đóng BHYT là: 1. Người lao động thuộc đối tượng tham gia BHYT theo quy định của Luật BHYT đang hưởng trợ cấp BHXH hàng tháng. Mức hỗ trợ là 3,75% mức tiền lương tối thiểu. 2. Người lao động thuộc đối tượng tham gia BHYT theo quy định của Luật BHYT đang hưởng trợ cấp bảo trợ xã hội hàng tháng do NSNN đóng BHYT. Mức hỗ trợ là 3,75% mức tiền lương tối thiểu. 3. Người lao động thuộc đối tượng tham gia BHYT theo quy định của Luật BHYT đang hưởng trợ cấp bảo trợ xã hội hàng tháng do NSNN đóng BHYT. Mức hỗ trợ là 3,75% mức tiền lương tối thiểu. 4. Người lao động thuộc đối tượng tham gia BHYT theo quy định của Luật BHYT đang hưởng trợ cấp BHXH hàng tháng. Mức hỗ trợ là 3,75% mức tiền lương tối thiểu. 5. Người lao động thuộc đối tượng tham gia BHYT theo quy định của Luật BHYT đang hưởng trợ cấp BHXH hàng tháng. Mức hỗ trợ là 3,75% mức tiền lương tối thiểu. 6. Người lao động thuộc đối tượng tham gia BHYT theo quy định của Luật BHYT đang hưởng trợ cấp BHXH hàng tháng. Mức hỗ trợ là 3,75% mức tiền lương tối thiểu. 7. Người lao động thuộc đối tượng tham gia BHYT theo quy định của Luật BHYT đang hưởng trợ cấp BHXH hàng tháng. Mức hỗ trợ là 3,75% mức tiền lương tối thiểu. 8. Người lao động thuộc đối tượng tham gia BHYT theo quy định của Luật BHYT đang hưởng trợ cấp BHXH hàng tháng. Mức hỗ trợ là 3,75% mức tiền lương tối thiểu. 9. Người lao động thuộc đối tượng tham gia BHYT theo quy định của Luật BHYT đang hưởng trợ cấp BHXH hàng tháng. Mức hỗ trợ là 3,75% mức tiền lương tối thiểu. 10. Người lao động thuộc đối tượng tham gia BHYT theo quy định của Luật BHYT đang hưởng trợ cấp BHXH hàng tháng. Mức hỗ trợ là"
