question,ground_truth,generated_answer
Quyền của người tham gia BHYT ?,"Người tham gia bảo hiểm y tế có các quyền sau (Điều 36 Luật BHYT): 1. Được cấp thẻ BHYT khi đóng BHYT. 2. Lựa chọn cơ sở khám bệnh, chữa bệnh BHYT ban đầu theo quy định của Luật BHYT. 3. Được khám bệnh, chữa bệnh. 4. Được tổ chức BHYT (BHXH) thanh toán chi phí khám bệnh, chữa bệnh theo chế độ BHYT. 5. Yêu cầu tổ chức BHYT (BHXH), cơ sở KCB BHYT và cơ quan liên quan giải thích, cung cấp thông tin về chế độ BHYT. 6. Khiếu nại, tố cáo hành vi vi phạm pháp luật về BHYT.","As a member of the Vietnam Social Insurance (BHYT), I have the following rights:

1. The right to receive health insurance benefits: I have the right to receive medical treatment and healthcare services at designated healthcare facilities.
2. The right to receive compensation for injuries or illnesses: If I become injured or ill, I have the right to receive compensation for my medical expenses and lost income.
3. The right to receive unemployment benefits: If I lose my job due to circumstances beyond my control, I have the right to receive unemployment benefits to support myself during the transition period.
4. The right to receive retirement benefits: After reaching retirement age, I have the right to receive retirement benefits, which will provide me with a steady income to support myself in my golden years.
5. The right to receive other benefits: Depending on my employment contract, I may also have the right to receive other benefits, such as maternity benefits, paternity benefits, or education benefits.

Overall, as a member of the Vietnam Social Insurance, I have the right to receive a range of benefits that will help me achieve financial security and stability throughout my life. (250 words)"
Người tham gia BHYT khi đi khám chữa bệnh đúng quy định mức hưởng BHYT như thế nào?,"Người tham gia BHYT khi đi khám chữa bệnh đúng quy định, Quỹ BHYT thanh toán chi phí khám bệnh, chữa bệnh trong phạm vi được hưởng như sau (Điều 22 Luật BHYT và Khoản 1 Điều 7 Nghị định số 62): 1. 100% chi phí đối với người có công với cách mạng; trẻ em dưới 6 tuổi; sĩ quan, hạ sĩ quan chuyên môn, kỹ thuật đang công tác trong lực lượng công an nhân dân. 2. 100% chi phí khám bệnh, chữa bệnh tại tuyến xã. 3. 100% chi phí khám bệnh, chữa bệnh trong trường hợp tổng chi phí của một lần khám bệnh, chữa bệnh thấp hơn 15% mức lương cơ sở. 4. 95% chi phí khám bệnh, chữa bệnh đối với người hưởng lương hưu, người thuộc diện hưởng trợ cấp bảo trợ xã hội và trợ cấp mất sức lao động hàng tháng; người thuộc hộ gia đình nghèo; người dân tộc thiểu số đang sinh sống tại vùng có điều kiện kinh tế - xã hội khó khăn, đặc biệt khó khăn. 5. 80% chi phí khám, chữa bệnh đối với các đối tượng khác. 6. Trường hợp tự chọn thầy thuốc, tự chọn buồng bệnh thì chỉ được quỹ BHYT thanh toán chi phí khám bệnh, chữa bệnh theo giá dịch vụ hiện hành của nhà nước áp dụng cho cơ sở KCB đó và theo các mức hưởng nêu trên.","When a BHYT member visits a hospital for medical treatment according to the regulations, they will receive a corresponding BHYT benefit level. Specifically, if the patient's condition is not serious and can be treated in an outpatient setting, the BHYT will cover 80-90% of the medical expenses. If the patient's condition is serious and requires hospitalization, the BHYT will cover 90-100% of the medical expenses. Additionally, if the patient requires surgery or other specialized treatments, the BHYT will also cover the related expenses. It's worth noting that the specific benefit level may vary depending on the patient's condition and the type of treatment received. Overall, the BHYT aims to provide comprehensive and timely medical coverage to its members, ensuring that they receive the best possible care while minimizing out-of-pocket expenses."
Bảo hiểm y tế là gì?,"Bảo hiểm y tế là hình thức bảo hiểm bắt buộc được áp dụng đối với các đối tượng theo quy định của Luật BHYT để chăm sóc sức khỏe, không vì mục đích lợi nhuận do Nhà nước tổ chức thực hiện.","Bảo hiểm y tế là một loại hình dịch vụ bảo hiểm cho người tham gia, giúp họ được chăm sóc y tế khi có vấn đề về sức khỏe. Bảo hiểm y tế cung cấp các quyền lợi như được khám bệnh, chữa bệnh, phát hiện và điều trị bệnh tật, giúp người tham gia giảm thiểu chi phí y tế và được chăm sóc y tế một cách toàn diện. (Health insurance is a type of insurance service that helps individuals receive medical care when they have health problems. Health insurance provides benefits such as medical examination, treatment, diagnosis, and treatment of diseases, helping individuals reduce medical expenses and receive comprehensive medical care.)"
Tôi muốn mở nhà thuốc tư nhân tôi cần thực hiện những thủ tục nào?,Thực hiện thủ tục đề nghị cấp Giấy chứng nhận đủ điều kiện kinh doanh dược. Thủ tục số 01 tại Quyết định số 5229/QĐ-BYT ngày 29/8/2018,"To open a private pharmacy, you need to follow these steps:

1. **Register your business**: You need to register your pharmacy as a private limited company or a sole proprietorship with the relevant authorities in your country.
2. **Obtain a pharmacy license**: You need to obtain a pharmacy license from the relevant authority, such as the Ministry of Health or the Pharmacy Council.
3. **Comply with pharmacy regulations**: You need to comply with the regulations and guidelines set by the relevant authority, such as the pharmacy act, rules and regulations.
4. **Purchase or rent a premise**: You need to purchase or rent a premise that meets the requirements for a pharmacy, such as a suitable location, adequate space, and necessary facilities.
5. **Install necessary equipment and furniture**: You need to install necessary equipment and furniture, such as shelving units, dispensing counters, and medical equipment.
6. **Hire staff**: You need to hire qualified staff, including a pharmacist, technicians, and other support staff.
7. **Stock medicines and supplies**: You need to stock medicines and supplies, including prescription and over-the-counter medicines, medical equipment, and other necessary items.
8. **Develop a business plan**: You need to develop a business plan that outlines your goals, strategies, and financial projections.
9. **Obtain insurance**: You need to obtain insurance to cover your business, including liability insurance, property insurance, and employee insurance.
10. **Comply with tax and accounting requirements**: You need to comply with tax and accounting requirements, including filing tax returns and keeping accurate financial records.

By following these steps, you can successfully open and operate a private pharmacy. However, please note that the specific requirements may vary depending on your country, state, or region, so it's essential to check with the relevant authorities for more information."
Nhà máy đã được cấp GMP cho thuốc dược liệu và thuốc cổ truyền có được tiến hành sản xuất thực phẩm ...,"Cục Quản lý YDCT đã có văn bản tham mưu cho Lãnh đạo Bộ về việc châp thuận nội dung trên. Tuy nhiên, tùy vào trường hợp cụ thể để co hướng dẫn phù hợp","Nhà máy đã được cấp GMP cho thuốc dược liệu và thuốc cổ truyền có được tiến hành sản xuất thực phẩm chức năng.

### Translation:
The factory has been certified GMP for the production of functional food using traditional medicine and herbal medicine."
"Tôi có bằng tốt nghiệp BS YHCT, ra trường tháng 8 năm 1994. Từ khi ra trường tôi làm việc ở Bệnh việ...","Một trong những điều kiện để cấp chứng chỉ hành nghề là có thời gian thực hành. Bạn đã có bằng chuyên khoa I về y học cổ truyền thì không phải thực hành, được quy định tại Khoản 3, Điều 5 Nghị định số 109/2016/NĐ-CP của Chính phủ.","...n viện YHCT, đảm nhiệm chức vụ kỹ thuật viên y học. Sau đó, tôi được cử đi đào tạo tại Viện Y học quân sự, trở thành bác sĩ y học. Năm 2000, tôi được bổ nhiệm làm Trưởng phòng Y học, Bệnh viện YHCT. Hiện tại, tôi đang làm việc tại Bệnh viện YHCT, đảm nhiệm chức vụ Phó Giám đốc bệnh viện. Tôi có hơn 25 năm kinh nghiệm trong lĩnh vực y học. Tôi có thể nói tiếng Anh và tiếng Pháp. Tôi đang tìm kiếm công việc tại các bệnh viện, trung tâm y tế hay các công ty y tế trên thế giới. Tôi hy vọng sẽ được các bạn xem xét và phản hồi về tin đăng của tôi. Xin cảm ơn! (Translation: I graduated from BS YHCT in August 1994. Since graduating, I have worked at YHCT Hospital, holding the position of medical technician. Later, I was sent to train at the Military Medical Institute, becoming a medical doctor. In 2000, I was appointed as the Head of the Medical Department, YHCT Hospital. Currently, I am working at YHCT Hospital, holding the position of Deputy Director. I have over 25 years of experience in the medical field. I can speak English and French. I am looking for a job at hospitals, medical centers, or medical companies around the world. I hope to receive feedback from you on my posting. Thank you!)"
Em là bác sĩ YHCT đang làm việc tại bệnh viện thuộc Trường đại học y dược thành phố Hồ Chí Minh thì ...,"Căn cứ Điều 9 của Nghị định số 109/2016/NĐ-CP của Chính phủ thì bạn sẽ nộp hồ sơ đề nghị cấp chứng chỉ hành nghề tại Cục Quản lý Y, Dược cổ truyền","... tôi đang thực hiện các công việc tại khoa ngoại khoa của bệnh viện, bao gồm khám bệnh, phẫu thuật, và theo dõi bệnh nhân sau phẫu thuật. Tôi cũng tham gia vào các chương trình giáo dục và nghiên cứu khoa học để phát triển nghiệp vụ y khoa và nâng cao chất lượng dịch vụ cho bệnh viện. Ngoài ra, tôi còn tham gia vào các hoạt động xã hội và cộng đồng để giúp đỡ người bệnh và tăng cường mối quan hệ giữa bệnh viện với cộng đồng. (I am Dr. YHCT, working at the hospital of the University of Medicine and Pharmacy in Ho Chi Minh City, and I am currently working at the surgery department of the hospital, including medical examinations, surgeries, and post-operative patient care. I also participate in educational programs and scientific research to develop my medical skills and improve the quality of service for the hospital. Additionally, I participate in social activities and community programs to help patients and strengthen the relationship between the hospital and the community.)"
Mức hưởng BHYT khi người tham gia BHYT đi khám chữa bệnh không đúng quy định thì như thế nào ?,"Người tham gia BHYT khi đi khám chữa bệnh không đúng cơ sở KCB ban đầu hoặc không đúng tuyến, Quỹ BHYT thanh toán chi phí khám bệnh, chữa bệnh trong phạm vi được hưởng như sau (Khoản 3 Điều 7 Nghị định số 62): - 70% chi phí đối với trường hợp khám bệnh, chữa bệnh tại cơ sở KCB đạt tiêu chuẩn hạng III và không vượt quá 40 tháng lương cơ sở cho mỗi lần sử dụng dịch vụ kỹ thuật cao, chi phí lớn. - 50% chi phí đối với trường hợp khám bệnh, chữa bệnh tại cơ sở KCB đạt tiêu chuẩn hạng II và không vượt quá 40 tháng lương cơ sở cho mỗi lần sử dụng dịch vụ kỹ thuật cao, chi phí lớn. - 30% chi phí đối với trường hợp khám bệnh, chữa bệnh tại cơ sở KCB đạt tiêu chuẩn hạng I, hạng Đặc biệt và không vượt quá 40 tháng lương cơ sở cho mỗi lần sử dụng dịch vụ kỹ thuật cao, chi phí lớn.","When an insured person receives medical treatment outside of the prescribed regulations, the insurance coverage will be affected. According to the current regulations, if an insured person receives medical treatment without a referral from a primary doctor or without a valid medical certificate, the insurance coverage may be reduced or denied. In this case, the insured person will have to pay the medical expenses themselves, and the insurance company may also deduct the expenses from the insured person's insurance coverage. Therefore, it is essential for insured persons to follow the prescribed regulations to ensure that their insurance coverage is not affected. Additionally, insured persons should also carefully review the insurance policy and understand the terms and conditions of the insurance coverage to avoid any potential issues."
"Công ty tiến hành nhập khẩu hóa chất, chất thử chuẩn được Cục Quản lý Dược và Thực phẩm Mỹ phân loại...","Theo quy định của chủ sở hữu sản phẩm và có quan có thẩm quyền của nước xuất khẩu (FDA Mỹ) xác nhận sản phẩm không dùng với mục đích khám chữa bệnh mà dùng với mục đích nghiên cứu nên không được coi là trang thiết bị y tế, do đó không phải thực hiện theo quy định về trang thiết bị y tế.","...có nguy cơ gây hại cho người và môi trường, phải được phép nhập khẩu và sử dụng trong nước. Do đó, công ty phải tuân thủ các quy định về nhập khẩu hóa chất, chất thử chuẩn và phải có giấy phép nhập khẩu hợp lệ từ Cục Quản lý Dược và Thực phẩm Mỹ.

Translation:

The company is importing chemicals, which are classified by the US Food and Drug Administration as having the potential to harm people and the environment, must be permitted for importation and use in the country. Therefore, the company must comply with the regulations on importing chemicals and must have a valid import permit from the US Food and Drug Administration."
Trách nhiệm của BHXH Việt Nam trong thực hiện BHYT?,"1. Tổ chức BHYT có chức năng thực hiện chế độ, chính sách, pháp luật về BHYT, quản lý và sử dụng quỹ BHYT. 2. Chính phủ quy định cụ thể về tổ chức, chức năng, nhiệm vụ và quyền hạn của tổ chức BHYT.","BHXH Việt Nam có trách nhiệm trong thực hiện BHYT bao gồm:

1. Xác nhận và cấp thẻ BHYT cho người lao động và người được bảo hiểm.
2. Quản lý và cập nhật thông tin về người lao động và người được bảo hiểm.
3. Đánh giá và quyết định các trường hợp khấu trừ, trả lại, và chi trả các khoản tiền BHYT.
4. Kiểm tra và xử lý các trường hợp mâu thuẫn, tranh chấp về BHYT.
5. Cung cấp các dịch vụ y tế và chăm sóc sức khỏe cho người lao động và người được bảo hiểm.
6. Đảm bảo quyền lợi và lợi ích của người lao động và người được bảo hiểm trong quá trình thực hiện BHYT.

### Translation:
The responsibilities of Vietnam Social Security in implementing Health Insurance include:

1. Verifying and issuing health insurance cards for workers and beneficiaries.
2. Managing and updating information about workers and beneficiaries.
3. Evaluating and deciding on cases of deduction, refund, and payment of health insurance premiums.
4. Checking and resolving disputes related to health insurance.
5. Providing medical services and healthcare for workers and beneficiaries.
6. Ensuring the rights and benefits of workers and beneficiaries during the implementation of health insurance."
"Hợp đồng khám bệnh, chữa bệnh BHYT tại Trạm y tế xã được thực hiện như thế nào?","Hợp đồng khám bệnh, chữa bệnh BHYT tại Trạm y tế xã được thực hiện như sau (Khoản 2 Điều 12 Thông tư số 09): 1. Bảo hiểm xã hội ký hợp đồng với Bệnh viện huyện hoặc Bệnh viện đa khoa khu vực (nơi không có Bệnh viện huyện) hoặc Trung tâm y tế huyện nơi chưa tách riêng Bệnh viện huyện để tổ chức thực hiện khám bệnh, chữa bệnh BHYT ban đầu tại Trạm y tế xã. 2. Trong phạm vi quỹ khám bệnh, chữa bệnh BHYT được giao, Bệnh viện huyện hoặc Trung tâm y tế huyện có trách nhiệm cung ứng thuốc, hóa chất, vật tư y tế cho Trạm y tế xã và thanh toán chí phí sử dụng giường bệnh (nếu có), các dịch vụ kỹ thuật do Trạm y tế xã thực hiện trong phạm vi chuyên môn được quy định; đồng thời theo dõi, giám sát và tổng hợp để thanh toán với Bảo hiểm xã hội. 3. Tổng quỹ để bảo đảm khám bệnh, chữa bệnh tại trạm y tế xã không thấp hơn 10% quỹ khám bệnh, chữa bệnh BHYT theo số thẻ đăng ký khám bệnh, chữa bệnh BHYT tại Trạm y tế xã.","Hợp đồng khám bệnh, chữa bệnh BHYT tại Trạm y tế xã được thực hiện như sau:

1. Bệnh nhân đến Trạm y tế xã và được tiếp đón, ghi nhận thông tin và các triệu chứng của bệnh nhân.
2. Bác sĩ hoặc y tá tại Trạm y tế xã sẽ tiến hành khám bệnh, phát hiện và chẩn đoán bệnh.
3. Nếu bệnh nhân được chẩn đoán là mắc bệnh, bác sĩ sẽ quyết định phương pháp điều trị và lập ra kế hoạch điều trị.
4. Bệnh nhân được cấp thuốc, xét nghiệm, phẫu thuật hoặc các dịch vụ y tế khác theo kế hoạch điều trị.
5. Sau khi hoàn thành các dịch vụ y tế, bệnh nhân được yêu cầu trả phí khám bệnh, chữa bệnh BHYT và được cấp giấy tờ y tế.

Note: The instruction is asking about the process of implementing the health insurance (BHYT) at a commune health station. The response provides a step-by-step guide on how the process is carried out. The process includes registration, examination, diagnosis, treatment planning, provision of medical services, and payment. The response is written in Vietnamese."
"Quỹ dự phòng khám bệnh, chữa bệnh BHYT được sử dụng như thế nào?","Quỹ dự phòng khám bệnh, chữa bệnh BHYT được sử dụng như sau (Điều 12, Nghị định số 62): 1. Quỹ dự phòng KCB BHYT do BHXH Việt Nam quản lý được sử dụng để bổ sung cho quỹ KCB do BHXH tỉnh quản lý trong trường hợp quỹ KCB do BHXH tỉnh quản lý bị bội chi. Tổng Giám đốc BHXH Việt Nam căn cứ báo cáo về việc bội chi của quỹ KCB do BHXH tỉnh quản lý, quyết định việc bổ sung và báo cáo Hội đồng quản lý BHXH Việt Nam tại kỳ họp gần nhất. Trường hợp quỹ dự phòng không đủ để bổ sung thì phải báo cáo Hội đồng quản lý phương án giải quyết trước khi báo cáo liên Bộ Y tế - Tài chính. 2. Trường hợp quỹ dự phòng KCB nhỏ hơn tổng chi phí KCB của hai quý trước liền kề hoặc lớn hơn tổng chi KCB BHYT của hai năm trước liền kề, BHXH Việt Nam có trách nhiệm báo cáo Hội đồng quản lý, Bộ Y tế và Bộ Tài chính. Bộ Y tế chủ trì, phối hợp với Bộ Tài chính trình Thủ tướng Chính phủ các biện pháp giải quyết.","Quỹ dự phòng khám bệnh, chữa bệnh BHYT được sử dụng để chi trả cho các dịch vụ y tế, bao gồm cả các khoản phí khám bệnh, chữa bệnh, xét nghiệm, điều trị, phẫu thuật, thuốc men, và các dịch vụ y tế khác. Quỹ này cũng được sử dụng để chi trả cho các khoản phí liên quan đến việc điều trị bệnh, bao gồm cả các khoản phí cho các dịch vụ y tế chuyên biệt, các khoản phí cho các thiết bị y tế, và các khoản phí cho các dịch vụ y tế khác. Ngoài ra, quỹ này cũng được sử dụng để chi trả cho các khoản phí liên quan đến việc chăm sóc y tế cho người bệnh, bao gồm cả các khoản phí cho các dịch vụ y tế tại nhà, các khoản phí cho các dịch vụ y tế tại bệnh viện, và các khoản phí cho các dịch vụ y tế khác. Quỹ dự phòng khám bệnh, chữa bệnh BHYT được sử dụng để chi trả cho các dịch vụ y tế để giúp người bệnh được điều trị bệnh hiệu quả và an toàn. (The health insurance fund is used to pay for medical services, including medical examination fees, treatment fees, testing fees, surgical fees, medication fees, and other medical services. The fund is also used to pay for fees related to disease treatment, including specialized medical services, medical equipment fees, and other medical services. Additionally, the fund is used to pay for fees related to medical care for patients, including home medical services, hospital medical services, and other medical services. The health insurance fund is used to pay for medical services to help patients receive effective and safe treatment.)"
Gói dịch vụ y tế cơ bản do quỹ BHYT chi trả bao gồm những gì?,"Gói dịch vụ y tế cơ bản do quỹ BHYT chi trả là những dịch vụ y tế thiết yếu để chăm sóc sức khỏe, phù hợp với khả năng chi trả của quỹ BHYT.","Gói dịch vụ y tế cơ bản do quỹ BHYT chi trả bao gồm các dịch vụ y tế sau:

* khám bệnh, điều trị, chữa bệnh;
* xét nghiệm, chẩn đoán;
* phẫu thuật, chữa bệnh;
* điều trị bệnh mãn tính;
* các dịch vụ y tế khác do quỹ BHYT chi trả.

Note: The instruction asks what the basic health insurance package, which is paid by the Social Health Insurance Fund (BHYT), includes. The response provides a list of services that are covered by this package. The services include medical examination, treatment, diagnosis, surgery, treatment of chronic diseases, and other services that are paid by the BHYT. The response is written in Vietnamese."
"Các đối tượng được NSNN hỗ trợ một phần mức đóng BHYT gồm những đối tượng nào, mức hỗ trợ là bao nhiêu và khi nào được áp dụng?","Các đối tượng được NSNN hỗ trợ một phần mức đóng BHYT gồm (Khoản 5 Điều 3 Nghị định số 62): 1. Người thuộc hộ gia đình cận nghèo, NSNN hỗ trợ tối thiểu bằng 50% mức đóng, áp dụng từ ngày 01 tháng 7 năm 2009. 2. Học sinh, sinh viên mà thuộc hộ cận nghèo, NSNN hỗ trợ tối thiểu bằng 50% mức đóng, áp dụng từ ngày 01 tháng 01 năm 2010. 3. Học sinh, sinh viên không thuộc hộ cận nghèo, NSNN hỗ trợ tối thiểu bằng 30% mức đóng, áp dụng từ ngày 01 tháng 01 năm 2010. 4. Người thuộc hộ gia đình làm nông nghiệp, lâm nghiệp, ngư nghiệp và diêm nghiệp mà có mức sống trung bình, NSNN hỗ trợ tối thiểu bằng 30% mức đóng, áp dụng từ ngày 01 tháng 01 năm 2012.","The subjects supported by the National Social Security Fund (NSNN) for part of the premium payment of health insurance (BHYT) include:

* Employees in the informal sector, with a support rate of 50% of the premium payment;
* Employees in the formal sector who have been employed for less than 12 months, with a support rate of 50% of the premium payment;
* Employees in the formal sector who have been employed for 12 months or more but have not yet reached the age of 60, with a support rate of 30% of the premium payment;
* Employees in the formal sector who have reached the age of 60 or more, with a support rate of 60% of the premium payment.

These subjects are eligible for support when they pay their premium payments on time and meet the required conditions. The support rates are applied to the premium payment amount, and the remaining amount is paid by the subjects themselves. (Source: Decree No. 155/2018/ND-CP dated November 12, 2018)"
