Main_Topic,Câu hỏi,Trả lời
"TỔ CHỨC KHÁM BỆNH, CHỮA BỆNH BẢO HIỂM Y TẾ VÀ THANH TOÁN CHI PHÍ KHÁM BỆNH, CHỮA BỆNH BẢO HIỂM Y TẾ",Thủ tục khám lại theo yêu cầu điều trị đối với người tham gia BHYT được quy định như thế nào?,"Trường hợp đến khám lại theo yêu cầu điều trị của cơ sở y tế tuyến trên người bệnh phải xuất trình thẻ BHYT và phải có giấy hẹn khám lại của cơ sở y tế. Mỗi giấy hẹn chỉ có giá trị sử dụng một lần theo thời gian ghi trong giấy hẹn. Cơ sở y tế chỉ hẹn người bệnh khám lại theo yêu cầu điều trị khi vượt quá khả năng chuyên môn của cơ sở tuyến dưới. (Khoản 5, Điều 13, Thông tư số 09)."
"TỔ CHỨC KHÁM BỆNH, CHỮA BỆNH BẢO HIỂM Y TẾ VÀ THANH TOÁN CHI PHÍ KHÁM BỆNH, CHỮA BỆNH BẢO HIỂM Y TẾ","Người tham gia BHYT đi khám chữa bệnh trong những ngày nghỉ, ngày lễ thì có hưởng chế độ BHYT không ?","Trường hợp cơ sở y tế do quá tải phải tổ chức khám bệnh, chữa bệnh ngoài giờ hành chính; khám chữa bệnh trong những ngày nghỉ, ngày lễ thì người có thẻ BHYT được thanh toán chi phí khám bệnh, chữa bệnh trong phạm vi quyền lợi BHYT được hưởng như quy định đối với khám bệnh, chữa bệnh trong ngày làm việc (Điều 8 Thông tư 09)."
"TỔ CHỨC KHÁM BỆNH, CHỮA BỆNH BẢO HIỂM Y TẾ VÀ THANH TOÁN CHI PHÍ KHÁM BỆNH, CHỮA BỆNH BẢO HIỂM Y TẾ",Người có thẻ BHYT khi đi công tác hoặc tạm trú ở địa phương khác thì khám chữa bệnh ở cơ sở y tế nào để được hưởng quyền lợi? Các thủ tục cần thiết là gì?,"Người có thẻ BHYT đi khám bệnh, chữa bệnh mà không phải trong tình trạng cấp cứu khi đi công tác, khi làm việc lưu động hoặc đến tạm trú tại địa phương khác thì được khám bệnh, chữa bệnh ban đầu tại cơ sở y tế tương đương với cơ sở đăng ký khám bệnh, chữa bệnh ban đầu ghi trên thẻ: - Phải xuất trình thẻ BHYT; - Giấy tờ tùy thân có ảnh (nếu thẻ BHYT không có ảnh); - Giấy công tác hoặc giấy đăng ký tạm trú để được hưởng quyền lợi theo quy định. (Khoản 6, Điều 13, Thông tư số 09)"
"TỔ CHỨC KHÁM BỆNH, CHỮA BỆNH BẢO HIỂM Y TẾ VÀ THANH TOÁN CHI PHÍ KHÁM BỆNH, CHỮA BỆNH BẢO HIỂM Y TẾ",Giám định BHYT là gì và do ai thực hiện ?,"Giám định bảo hiểm y tế là hoạt động chuyên môn do tổ chức BHYT tiến hành nhằm đánh giá sự hợp lý của việc cung cấp dịch vụ y tế cho người tham gia BHYT, làm cơ sở để thanh toán chi phí khám bệnh, chữa bệnh BHYT (Khoản 6, Điều 2, Luật BHYT). Bảo hiểm xã hội thực hiện việc giám định BHYT và chịu trách nhiệm về kết quả giám định theo quy định của pháp luật về BHYT (Khoản 1, Điều 14, Thông tư 09)."
"TỔ CHỨC KHÁM BỆNH, CHỮA BỆNH BẢO HIỂM Y TẾ VÀ THANH TOÁN CHI PHÍ KHÁM BỆNH, CHỮA BỆNH BẢO HIỂM Y TẾ",Giám định BHYT bao gồm những công việc gì?,"Giám định BHYT gồm những nội dung chính sau đây: Kiểm tra thủ tục khám bệnh, chữa bệnh BHYT; Kiểm tra, đánh giá việc chỉ định điều trị, sử dụng thuốc, hóa chất, vật tư y tế và dịch vụ kỹ thuật y tế cho người bệnh; Kiểm tra, xác định chi phí khám bệnh, chữa bệnh BHYT (Điều 14, Thông tư 09)."
"TỔ CHỨC KHÁM BỆNH, CHỮA BỆNH BẢO HIỂM Y TẾ VÀ THANH TOÁN CHI PHÍ KHÁM BỆNH, CHỮA BỆNH BẢO HIỂM Y TẾ",Việc giám định được thực hiện khi nào và cách thức xử lý kết quả?,"Việc giám định BHYT được thực hiện đồng thời hoặc thực hiện sau khi người bệnh ra viện và bảo đảm chính xác, công khai, minh bạch. Kết quả giám định được lập thành văn bản và thông báo cho cơ sở y tế. Cơ sở y tế có trách nhiệm chấp hành kết quả giám định đã được thống nhất giữa Cơ sở y tế và Bảo hiểm xã hội. Trường hợp chưa thống nhất thì phải ghi rõ ý kiến của các bên và báo cáo cơ quan cấp trên để giải quyết. (Điều 14, Thông tư 09)."
"TỔ CHỨC KHÁM BỆNH, CHỮA BỆNH BẢO HIỂM Y TẾ VÀ THANH TOÁN CHI PHÍ KHÁM BỆNH, CHỮA BỆNH BẢO HIỂM Y TẾ",Thanh toán chi phí khám chữa bệnh BHYT được thực hiện theo phương thức nào ?,"Theo quy định của Luật BHYT có 3 phương thức thanh toán sau (Điều 30 Luật BHYT): 1. Thanh toán theo định suất là thanh toán theo định mức chi phí khám bệnh, chữa bệnh và mức đóng tính trên mỗi thẻ BHYT được đăng ký tại cơ sở khám bệnh, chữa bệnh BHYT trong một khoảng thời gian nhất định. 2. Thanh toán theo giá dịch vụ là thanh toán dựa trên chi phí của thuốc, hóa chất, vật tư, thiết bị y tế, dịch vụ kỹ thuật y tế được sử dụng cho người bệnh. 3. Thanh toán theo trường hợp bệnh là thanh toán theo chi phí khám bệnh, chữa bệnh được xác định trước cho từng trường hợp theo chẩn đoán."
"TỔ CHỨC KHÁM BỆNH, CHỮA BỆNH BẢO HIỂM Y TẾ VÀ THANH TOÁN CHI PHÍ KHÁM BỆNH, CHỮA BỆNH BẢO HIỂM Y TẾ",Tổ chức Bảo hiểm y tế thanh toán chi phí KCB BHYT theo những hình thức nào?,"Tổ chức Bảo hiểm y tế thanh toán chi phí khám bệnh, chữa bệnh BHYT theo các hình thức sau (Khoản 1, Khoản 2, Điều 31 Luật BHYT): 1. Với cơ sở KCB theo hợp đồng khám bệnh, chữa bệnh BHYT. 2. Thanh toán trực tiếp cho người có thẻ BHYT: khi đi khám bệnh, chữa bệnh tại cơ sở KCB không có hợp đồng khám bệnh, chữa bệnh BHYT; khám bệnh, chữa bệnh không đúng quy định; khám bệnh, chữa bệnh tại nước ngoài."
"TỔ CHỨC KHÁM BỆNH, CHỮA BỆNH BẢO HIỂM Y TẾ VÀ THANH TOÁN CHI PHÍ KHÁM BỆNH, CHỮA BỆNH BẢO HIỂM Y TẾ","Thủ tục thanh toán trực tiếp chi phí khám bệnh, chữa bệnh cho người có thẻ BHYT được quy định như thế nào?","Thủ tục thanh toán trực tiếp chi phí khám bệnh, chữa bệnh cho người có thẻ BHYT được quy định như sau (Điều 19, Thông tư 09): 1. Hồ sơ đề nghị thanh toán, bao gồm: Giấy đề nghị thanh toán của người bệnh có thẻ BHYT (lập theo mẫu do BHXH Việt Nam ban hành); Thẻ BHYT (bản sao); Giấy ra viện hoặc hồ sơ bệnh án (bản chính hoặc bản sao); Các chứng từ hợp lệ (đơn thuốc, sổ y bạ, hóa đơn mua thuốc, hóa đơn thu viện phí và các chứng từ có liên quan khác). 2. Trường hợp đi khám bệnh, chữa bệnh ở nước ngoài, hồ sơ đề nghị thanh toán còn bao gồm ý kiến trước khi đi khám chữa bệnh của một cơ sở y tế tuyến tỉnh hoặc tuyến trung ương xác nhận về tình trạng bệnh và hướng điều trị. Trường hợp được cử đi công tác hoặc học tập tại nước ngoài, phải có thêm quyết định của cấp có thẩm quyền cử đi công tác hoặc học tập tại nước ngoài. Nếu các hồ sơ, chứng từ viết bằng ngôn ngữ nước ngoài, phải dịch sang ngôn ngữ Việt Nam có công chứng."
"TỔ CHỨC KHÁM BỆNH, CHỮA BỆNH BẢO HIỂM Y TẾ VÀ THANH TOÁN CHI PHÍ KHÁM BỆNH, CHỮA BỆNH BẢO HIỂM Y TẾ","Sau bao nhiêu ngày người bệnh có thẻ BHYT nhận được tiền thanh toán chi phí khám bệnh, chữa bệnh theo hình thức thanh toán trực tiếp?","Thời hạn thanh toán chi phí trực tiếp cho người bệnh có thẻ BHYT được quy định như sau (Điều 19, Thông tư 09): 1. Trong thời hạn 40 ngày, kể từ ngày nhận đủ hồ sơ đề nghị thanh toán của người tham gia BHYT khám bệnh, chữa bệnh tại cơ sở y tế trên địa bàn tỉnh, thành phố. 2. Trong thời hạn 60 ngày, kể từ ngày nhận đủ hồ sơ đề nghị thanh toán của người tham gia BHYT khám bệnh, chữa bệnh tại cơ sở y tế của tỉnh khác và khám bệnh, chữa bệnh ở nước ngoài, BHXH có trách nhiệm thẩm định và thanh toán cho người bệnh. ."
"QUẢN LÝ, SỬ DỤNG QUỸ BẢO HIỂM Y TẾ",Quỹ BHYT được hình thành từ những nguồn nào ?,"Quỹ bảo hiểm y tế được hình thành từ các nguồn sau: Tiền đóng BHYT theo quy định của Luật BHYT; Tiền sinh lời từ hoạt động đầu tư của quỹ BHYT ; Tài trợ, viện trợ của các tổ chức, cá nhân trong nước và nước ngoài; và các nguồn thu hợp pháp khác (Điều 33 Luật BHYT)."
"QUẢN LÝ, SỬ DỤNG QUỸ BẢO HIỂM Y TẾ",Quỹ BHYT được sử dụng vào mục đích gì ?,"Quỹ bảo hiểm y tế được sử dụng cho các mục đích sau (Khoản 1, Điều 35 Luật BHYT): 1. Thanh toán chi phí khám bệnh, chữa bệnh BHYT. 2. Chi phí quản lý bộ máy tổ chức BHYT theo định mức chi hành chính của cơ quan nhà nước. 3. Đầu tư để bảo toàn và tăng trưởng quỹ BHYT theo nguyên tắc an toàn, hiệu quả. 4. Lập quỹ dự phòng khám bệnh, chữa bệnh BHYT. Quỹ dự phòng tối thiểu bằng tổng chi KCB BHYT của hai quý trước liền kề và tối đa không quá tổng chi KCB BHYT của hai năm trước liền kề."
"QUẢN LÝ, SỬ DỤNG QUỸ BẢO HIỂM Y TẾ",Quỹ BHYT được phân bổ và quản lý như thế nào?,"Tổng số thu BHYT của Bảo hiểm xã hội tỉnh, thành phố trực thuộc trung ương được phân bổ và quản lý như sau (Điều 10, Nghị định số 62): 1. 90% số thu BHYT (gọi là quỹ khám bệnh, chữa bệnh) để lại BHXH tỉnh quản lý. 2. 10% số thu BHYT chuyển BHXH Việt Nam quản lý để lập quỹ dự phòng KCB BHYT và chi phí quản lý BHYT. Cụ thể là: - Tổng mức chi phí quản lý BHYT hằng năm do Tổng Giám đốc BHXH Việt Nam quyết định trong tổng chi phí quản lý của BHXH Việt Nam được Thủ tướng Chính phủ phê duyệt; - Quỹ dự phòng khám bệnh, chữa bệnh BHYT là phần còn lại sau khi đã trích trừ chi phí quản lý BHYT."
"QUẢN LÝ, SỬ DỤNG QUỸ BẢO HIỂM Y TẾ","Quỹ khám bệnh, chữa bệnh do BHXH tỉnh quản lý được sử dụng như thế nào?","Quỹ khám bệnh, chữa bệnh do BHXH tỉnh quản lý được sử dụng như sau (Điều 11, Nghị định số 62): 1. Quỹ khám bệnh, chữa bệnh do BHXH tỉnh quản lý được sử dụng để thanh toán các khoản chi phí của người có thẻ BHYT do BHXH tỉnh phát hành, bao gồm: - Chi trả các khoản chi phí thuộc phạm vi được hưởng của người tham gia BHYT; - Trích chuyển 12% quỹ KCB của đối tượng HSSV cho cơ sở giáo dục thuộc hệ thống giáo dục quốc dân để chăm sóc sức khỏe ban đầu cho HSSV. 2. Trường hợp quỹ khám bệnh, chữa bệnh do BHXH tỉnh quản lý trong năm không sử dụng hết được sử dụng như sau: - 60% sử dụng để mua sắm, bảo dưỡng trang thiết bị y tế, đào tạo nâng cao trình độ nghiệp vụ và những khoản chi khác để phục vụ KCB BHYT tại địa phương. - 40% chuyển về BHXH Việt Nam để bổ sung vào quỹ dự phòng KCB BHYT. 3. Trường hợp quỹ khám bệnh, chữa bệnh do BHXH tỉnh quản lý trong năm bội chi thì BHXH tỉnh báo cáo BHXH Việt Nam để giải quyết từ nguồn quỹ dự phòng KCB BHYT."
"QUẢN LÝ, SỬ DỤNG QUỸ BẢO HIỂM Y TẾ",Quỹ KCB do BHXH tỉnh quản lý trong năm không sử dụng hết được sử dụng như thế nào ?,"Quỹ KCB do BHXH tỉnh quản lý 60% trong năm không sử dụng hết được sử dụng như sau (Điều 21, Thông tư 09): 1. Nội dung sử dụng: - Mua sắm, bảo dưỡng trang thiết bị y tế cần thiết cho các cơ sở y tế tại địa phương; tập trung ưu tiên cho các Trạm y tế xã và cơ sở y tế thuộc địa bàn kinh tế - xã hội khó khăn. - Tập huấn nâng cao trình độ nghiệp vụ cho cán bộ y tế và cán bộ các ngành liên quan đến thực hiện chính sách BHYT tại địa phương. - Hỗ trợ công tác thanh tra, kiểm tra liên ngành, khen thưởng cho tập thể, cá nhân thực hiện tốt chính sách khám bệnh, chữa bệnh BHYT tại địa phương. 2. Căn cứ số kinh phí kết dư hằng năm được sử dụng tại địa phương do BHXH tỉnh báo cáo, Sở Y tế chủ trì, phối hợp với Sở Tài chính và BHXH tỉnh xây dựng kế hoạch sử dụng trình Uỷ ban nhân dân tỉnh, thành phố phê duyệt. 3. Căn cứ quyết định phê duyệt của Uỷ ban nhân dân tỉnh, BHXH tỉnh chuyển kinh phí cho các đơn vị. BHXH tỉnh có trách nhiệm kiểm tra, giám sát việc sử dụng kinh phí tại các đơn vị, bảo đảm đúng mục đích, công khai, minh bạch. 4. Các đơn vị được phân bổ kinh phí có trách nhiệm quản lý, sử dụng theo quy định hiện hành và quyết toán với BHXH tỉnh để tổng hợp vào quyết toán chi của quỹ BHYT của tỉnh. Chậm nhất đến ngày 30 tháng 6 năm sau, nếu không sử dụng hết thì chuyển vào quỹ khám bệnh, chữa bệnh BHYT của tỉnh năm sau."
"QUẢN LÝ, SỬ DỤNG QUỸ BẢO HIỂM Y TẾ","Việc quản lý, sử dụng khoản kinh phí từ Quỹ KCB của đối tượng HSSV để chăm sóc sức khỏe ban đầu cho HSSV được quy định như thế nào?","Việc quản lý, sử dụng khoản kinh phí từ Quỹ KCB của đối tượng HSSV để chăm sóc sức khỏe ban đầu cho HSSV được quy định như sau (Điều 20, Thông tư 09): 1. Quỹ khám bệnh, chữa bệnh của học sinh, sinh viên được xác định dựa trên tổng số HSSV của trường tham gia BHYT (kể cả số học sinh, sinh viên tham gia BHYT theo đối tượng khác) và mức đóng BHYT. 2. Căn cứ quỹ KCB được xác định tại khoản 1 nêu trên, BHXH trích 12% chuyển cho nhà trường để thực hiện chăm sóc sức khoẻ ban đầu cho HSSV tại trường và tổng hợp số kinh phí này vào quyết toán chi phí KCB BHYT của tỉnh. 3. Nhà trường có trách nhiệm quản lý, sử dụng nguồn kinh phí này để thực hiện chăm sóc sức khoẻ ban đầu cho HSSV theo quy định tại Thông tư số 14/2007/TT-BTC ngày 08/3/2007 của Bộ Tài chính hướng dẫn sử dụng kinh phí thực hiện công tác y tế trong các trường học."
"QUẢN LÝ, SỬ DỤNG QUỸ BẢO HIỂM Y TẾ","Quỹ dự phòng khám bệnh, chữa bệnh BHYT được sử dụng như thế nào?","Quỹ dự phòng khám bệnh, chữa bệnh BHYT được sử dụng như sau (Điều 12, Nghị định số 62): 1. Quỹ dự phòng KCB BHYT do BHXH Việt Nam quản lý được sử dụng để bổ sung cho quỹ KCB do BHXH tỉnh quản lý trong trường hợp quỹ KCB do BHXH tỉnh quản lý bị bội chi. Tổng Giám đốc BHXH Việt Nam căn cứ báo cáo về việc bội chi của quỹ KCB do BHXH tỉnh quản lý, quyết định việc bổ sung và báo cáo Hội đồng quản lý BHXH Việt Nam tại kỳ họp gần nhất. Trường hợp quỹ dự phòng không đủ để bổ sung thì phải báo cáo Hội đồng quản lý phương án giải quyết trước khi báo cáo liên Bộ Y tế - Tài chính. 2. Trường hợp quỹ dự phòng KCB nhỏ hơn tổng chi phí KCB của hai quý trước liền kề hoặc lớn hơn tổng chi KCB BHYT của hai năm trước liền kề, BHXH Việt Nam có trách nhiệm báo cáo Hội đồng quản lý, Bộ Y tế và Bộ Tài chính. Bộ Y tế chủ trì, phối hợp với Bộ Tài chính trình Thủ tướng Chính phủ các biện pháp giải quyết."
"QUẢN LÝ, SỬ DỤNG QUỸ BẢO HIỂM Y TẾ","Hoạt động đầu tư, tăng trưởng Quỹ BHYT được quy định như thế nào?","Hoạt động đầu tư, tăng trưởng quỹ BHYT được quy định như sau (Điều 13, Nghị định số 62): 1. Bảo hiểm xã hội Việt Nam có trách nhiệm thực hiện các biện pháp bảo toàn và tăng trưởng quỹ BHYT từ số tiền tạm thời nhàn rỗi. Hoạt động đầu tư từ quỹ BHYT phải bảo đảm an toàn, hiệu quả và thu hồi được khi cần thiết. 2. Hội đồng quản lý BHXH Việt Nam quyết định việc đầu tư theo các hình thức: Mua trái phiếu, tín phiếu, công trái của Nhà nước; Cho ngân hàng thương mại của Nhà nước, Ngân hàng Phát triển Việt Nam, Ngân hàng chính sách Xã hội vay theo lãi suất thị trường; Các hình thức đầu tư khác do Hội đồng quản lý BHXH Việt Nam quyết định. 3. Tiền sinh lời từ đầu tư, tăng trưởng quỹ bảo hiểm y tế hằng năm được bổ sung vào quỹ dự phòng khám bệnh, chữa bệnh BHYT."
"QUẢN LÝ, SỬ DỤNG QUỸ BẢO HIỂM Y TẾ",Cơ quan nào có trách nhiệm quản lý Quỹ BHYT ?,"Bảo hiểm xã hội Việt Nam thực hiện việc thu, chi, quản lý và quyết toán quỹ BHYT theo quy định của pháp luật. Bảo hiểm xã hội Việt Nam được mở tài khoản tiền gửi quỹ BHYT tại hệ thống Kho bạc Nhà nước và Ngân hàng thương mại của Nhà nước. Số dư trên tài khoản tiền gửi được hưởng lãi suất tiền gửi theo quy định của Kho bạc Nhà nước và Ngân hàng thương mại của Nhà nước. (Điều 15, Nghị định số 62)."
QUYỀN VÀ TRÁCH NHIỆM CỦA CÁC BÊN LIÊN QUAN ĐẾN BẢO HIỂM Y TẾ,Quyền của người tham gia BHYT ?,"Người tham gia bảo hiểm y tế có các quyền sau (Điều 36 Luật BHYT): 1. Được cấp thẻ BHYT khi đóng BHYT. 2. Lựa chọn cơ sở khám bệnh, chữa bệnh BHYT ban đầu theo quy định của Luật BHYT. 3. Được khám bệnh, chữa bệnh. 4. Được tổ chức BHYT (BHXH) thanh toán chi phí khám bệnh, chữa bệnh theo chế độ BHYT. 5. Yêu cầu tổ chức BHYT (BHXH), cơ sở KCB BHYT và cơ quan liên quan giải thích, cung cấp thông tin về chế độ BHYT. 6. Khiếu nại, tố cáo hành vi vi phạm pháp luật về BHYT."
QUYỀN VÀ TRÁCH NHIỆM CỦA CÁC BÊN LIÊN QUAN ĐẾN BẢO HIỂM Y TẾ,Nghĩa vụ của người tham gia bảo hiểm y tế được quy định như thế nào ?,"Người tham gia BHYT có các nghĩa vụ sau (Điều 37 Luật BHYT): 1. Đóng BHYT đầy đủ, đúng thời hạn. 2. Sử dụng thẻ BHYT đúng mục đích, không cho người khác mượn thẻ BHYT. 3. Thực hiện đúng các thủ tục khi đến khám bệnh, chữa bệnh. 4. Chấp hành các quy định và hướng dẫn của tổ chức BHYT (cơ quan BHXH), cơ sở KCB khi đến khám bệnh, chữa bệnh. 5. Thanh toán chi phí KCB cho cơ sở KCB ngoài phần chi phí do quỹ BHYT chi trả."
QUYỀN VÀ TRÁCH NHIỆM CỦA CÁC BÊN LIÊN QUAN ĐẾN BẢO HIỂM Y TẾ,"Quyền của tổ chức, cá nhân đóng?","Các tổ chức, cá nhân đóng BHYT có quyền yêu cầu tổ chức BHYT (cơ quan BHXH), cơ quan nhà nước có thẩm quyền giải thích, cung cấp thông tin về chế độ BHYT, khiếu nại, tố cáo hành vi vi phạm pháp luật về BHYT (Điều 38 Luật BHYT)."
QUYỀN VÀ TRÁCH NHIỆM CỦA CÁC BÊN LIÊN QUAN ĐẾN BẢO HIỂM Y TẾ,"Trách nhiệm đóng BHYT của tổ chức,cá nhân ?","Trách nhiệm đóng BHYT của tổ chức, cá nhân được Luật BHYT quy định như sau (Điều 39 Luật BHYT): 1. Lập hồ sơ đề nghị cấp thẻ BHYT. 2. Đóng BHYT đầy đủ, đúng thời hạn. 3. Giao thẻ BHYT cho người tham gia BHYT. 4. Cung cấp đầy đủ, chính xác thông tin, tài liệu có liên quan đến trách nhiệm thực hiện BHYT của người sử dụng lao động, của đại diện cho người tham gia BHYT khi có yêu cầu của tổ chức BHYT, người lao động hoặc đại diện của người lao động. 5. Chấp hành việc thanh tra, kiểm tra về việc thực hiện các quy định của pháp luật về BHYT."
QUYỀN VÀ TRÁCH NHIỆM CỦA CÁC BÊN LIÊN QUAN ĐẾN BẢO HIỂM Y TẾ,Quyền của tổ chức Bảo hiểm y tế?,"Quyền của tổ chức BHYT bao gồm (Điều 40 Luật BHYT): 1. Yêu cầu người sử dụng lao động, đại diện của người tham gia BHYT và người tham gia BHYT đầy đủ, chính xác thông tin, tài liệu có liên quan đến trách nhiệm của họ về việc thực hiện BHYT. 2. Kiểm tra, giám định việc thực hiện khám bệnh, chữa bệnh BHYT; thu hồi, tạm giữ thẻ BHYT đối với các trường hợp theo quy định của Luật BHYT. 3. Yêu cầu cơ sở KCB BHYT cung cấp hồ sơ, bệnh án, tài liệu về khám bệnh, chữa bệnh để phục vụ công tác giám định BHYT. 4. Từ chối thanh toán chi phí khám bệnh, chữa bệnh BHYT không đúng quy định của Luật BHYT hoặc không đúng với nội dung hợp đồng khám bệnh, chữa bệnh BHYT. 5. Yêu cầu người có trách nhiệm bồi thường thiệt hại cho người tham gia BHYT hoàn trả chi phí khám bệnh, chữa bệnh mà tổ chức BHYT đã chi trả. 6. Kiến nghị với cơ quan nhà nước có thẩm quyền sửa đổi, bổ sung chính sách, pháp luật về BHYT và xử lý tổ chức, cá nhân vi phạm pháp luật về BHYT."
QUYỀN VÀ TRÁCH NHIỆM CỦA CÁC BÊN LIÊN QUAN ĐẾN BẢO HIỂM Y TẾ,Trách nhiệm của tổ chức BHYT?,"Tổ chức BHYT có các trách nhiệm sau (Điều 41 Luật BHYT): 1. Tuyên truyền, phổ biến chính sách, pháp luật về BHYT. 2. Hướng dẫn hồ sơ, thủ tục, tổ chức thực hiện chế độ BHYT bảo đảm nhanh chóng, đơn giản và thuận tiện cho người tham gia BHYT. 3. Thu tiền đóng BHYT và cấp thẻ BHYT. 4. Quản lý, sử dụng quỹ BHYT. 5. Ký hợp đồng khám bệnh, chữa bệnh BHYT với cơ sở khám bệnh, chữa bệnh. 6. Thanh toán chi phí khám bệnh, chữa bệnh BHYT. 7. Cung cấp thông tin về các cơ sở khám bệnh, chữa bệnh BHYT và hướng dẫn người tham gia BHYT lựa chọn cơ sở khám bệnh, chữa bệnh ban đầu. 8. Kiểm tra chất lượng khám bệnh, chữa bệnh; giám định BHYT. 9. Bảo vệ quyền lợi của người tham gia BHYT; giải quyết theo thẩm quyền các kiến nghị, khiếu nại, tố cáo về chế độ BHYT. 10. Lưu trữ hồ sơ, số liệu về BHYT theo quy định của pháp luật; ứng dụng công nghệ thông tin trong quản lý BHYT, xây dựng hệ cơ sở dữ liệu quốc gia về BHYT. 11. Tổ chức thực hiện công tác thống kê, báo cáo, hướng dẫn nghiệp vụ về BHYT; báo cáo định kỳ hoặc đột xuất khi có yêu cầu về quản lý, sử dụng quỹ BHYT. 12. Tổ chức đào tạo, bồi dưỡng nghiệp vụ, nghiên cứu khoa học và hợp tác quốc tế về BHYT."
QUYỀN VÀ TRÁCH NHIỆM CỦA CÁC BÊN LIÊN QUAN ĐẾN BẢO HIỂM Y TẾ,"Quyền của cơ sở khám bệnh, chữa bệnh BHYT ?","Quyền của cơ sở khám bệnh, chữa bệnh BHYT được Luật BHYT quy định như sau (Điều 42 Luật BHYT): 1. Yêu cầu tổ chức BHYT cung cấp đầy đủ, chính xác các thông tin có liên quan đến người tham gia BHYT, kinh phí khám bệnh, chữa bệnh cho người tham gia BHYT tại cơ sở khám bệnh, chữa bệnh. 2. Được tổ chức BHYT tạm ứng kinh phí và thanh toán chi phí khám bệnh, chữa bệnh theo hợp đồng khám bệnh, chữa bệnh đã ký. 3. Kiến nghị với cơ quan nhà nước có thẩm quyền xử lý tổ chức, cá nhân vi phạm pháp luật về BHYT."
QUYỀN VÀ TRÁCH NHIỆM CỦA CÁC BÊN LIÊN QUAN ĐẾN BẢO HIỂM Y TẾ,"Trách nhiệm của cơ sở khám bệnh, chữa bệnh BHYT ?","Trách nhiệm của cơ sở khám bệnh, chữa bệnh, được luật BHYT quy định như sau (Điều 43 Luật BHYT): 1. Tổ chức khám bệnh, chữa bệnh bảo đảm chất lượng với thủ tục đơn giản, thuận tiện cho người tham gia BHYT. 2. Cung cấp hồ sơ bệnh án, tài liệu liên quan đến khám bệnh, chữa bệnh và thanh toán chi phí khám bệnh, chữa bệnh của người tham gia BHYT theo yêu cầu của tổ chức BHYT và cơ quan nhà nước có thẩm quyền. 3. Bảo đảm điều kiện cần thiết cho tổ chức BHYT thực hiện công tác giám định; phối hợp với tổ chức BHYT trong việc tuyên truyền, giải thích về chế độ BHYT cho người tham gia BHYT. 4. Kiểm tra, phát hiện và thông báo cho tổ chức BHYT những trường hợp vi phạm về sử dụng thẻ BHYT; phối hợp với tổ chức BHYT thu hồi, tạm giữ thẻ BHYT đối với các trường hợp theo quy định của Luật BHYT. 5. Quản lý và sử dụng kinh phí từ quỹ BHYT theo đúng quy định của pháp luật. 6. Tổ chức thực hiện công tác thống kê, báo cáo về BHYT theo quy định của pháp luật."
QUYỀN VÀ TRÁCH NHIỆM CỦA CÁC BÊN LIÊN QUAN ĐẾN BẢO HIỂM Y TẾ,Quyền của tổ chức đại diện người lao động và tổ chức đại diện người sử dụng lao động ?,"Quyền của tổ chức đại diện người lao động và tổ chức đại diện người sử dụng lao động được luật BHYT quy định như sau (Điều 44 Luật BHYT): 1. Yêu cầu tổ chức BHYT, cơ sở khám bệnh, chữa bệnh và người sử dụng lao động cung cấp đầy đủ, chính xác thông tin liên quan đến chế độ BHYT của người lao động. 2. Kiến nghị với cơ quan nhà nước có thẩm quyền xử lý hành vi vi phạm pháp luật về BHYT làm ảnh hưởng đến quyền và lợi ích hợp pháp của người lao động, người sử dụng lao động."
QUYỀN VÀ TRÁCH NHIỆM CỦA CÁC BÊN LIÊN QUAN ĐẾN BẢO HIỂM Y TẾ,Trách nhiệm của tổ chức đại diện người lao động và tổ chức đại diện người sử dụng lao động ?,"Trách nhiệm của tổ chức đại diện người lao động và tổ chức đại diện người sử dụng lao động được luật BHYT quy định như sau (Điều 45 Luật BHYT): 1. Tuyên truyền, phổ biến chính sách, pháp luật về BHYT đối với người lao động, người sử dụng lao động. 2. Tham gia xây dựng, kiến nghị sửa đổi, bổ sung chính sách, pháp luật về BHYT. 3. Tham gia giám sát việc thi hành pháp luật về BHYT."
"THANH TRA, KHIẾU NẠI, TỐ CÁO, GIẢI QUYẾT TRANH CHẤP VÀ XỬ LÝ VI PHẠM VỀ BẢO HIỂM Y TẾ",Cơ quan nào có chức năng thanh tra BHYT ?,Thanh tra y tế thực hiện chức năng thanh tra chuyên ngành về BHYT (Điều 46 Luật BHYT).
"THANH TRA, KHIẾU NẠI, TỐ CÁO, GIẢI QUYẾT TRANH CHẤP VÀ XỬ LÝ VI PHẠM VỀ BẢO HIỂM Y TẾ","Nội dung khiếu nại, tố cáo về BHYT được thực hiện như thế nào?","Việc khiếu nại và giải quyết khiếu nại đối với quyết định hành chính, hành vi hành chính về BHYT, việc tố cáo và giải quyết tố cáo vi phạm pháp luật về BHYT được thực hiện theo quy định của pháp luật về khiếu nại, tố cáo (Điều 47 Luật BHYT)."
